ano_mes,des_familia,cod_tipo_material,volume_realizado,volume_previsto,valor_consumo_realizado,erro_absoluto,wmape,pct_acumulado_valor,classe_pareto_valor,forecastability,slope_wmape,tendencia_erro,flag_quick_win,flag_revisao_estrutural,peso_negocio,impacto_ponderado
2025-09-01,DES_FE1875EF,ZDIP,380.4,356,17255.2,24.399999999999977,6.414300736067292,0.9999999999999998,C,Intermittent,8.469440388560182,Piora,0,0,1.1,26.83999999999998
2025-06-01,DES_E4F636ED,ZEMB,56464166.699999996,37436593.19999998,60078270.5,29868780.499999996,52.898647488585006,0.8363040213972244,B,Smooth,-1.3197469023354547,Melhora,0,0,1.2,35842536.599999994
2025-05-01,DES_D5109625,ZEMB,11715426.5,8642810.200000003,12897255.799999999,3276781.9000000013,27.969804599089937,0.9860476522797004,C,Smooth,-0.7116894393542568,Melhora,0,0,1.2,3932138.280000001
2025-01-01,DES_E4F636ED,ZEMB,44204484.29999998,35370733.09999998,54770215.900000006,20165352.00000001,45.61834012844715,0.9438209226785229,B,Smooth,-1.3197469023354547,Melhora,0,0,1.2,24198422.400000013
2025-01-01,DES_D8183E10,ZEMB,57706373.4,52428235.09999999,77375663.00000001,26120915.100000005,45.265216926628085,0.999895482664073,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,31345098.120000005
2025-01-01,DES_D8183E10,ZEMB,57706373.4,52428235.09999999,77375663.00000001,26120915.100000005,45.265216926628085,0.9984618313668622,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,31345098.120000005
2025-01-01,DES_D8183E10,ZEMB,57706373.4,52428235.09999999,77375663.00000001,26120915.100000005,45.265216926628085,0.6292485732515444,A,Intermittent,-0.8405455138703585,Melhora,0,1,1.2,31345098.120000005
2024-11-01,DES_D8183E10,ZDIP,26173.800000000003,34682.6,992905.4,11320.000000000002,43.24935622645547,0.9999437011553518,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.1,12452.000000000004
2024-11-01,DES_D8183E10,ZDIP,26173.800000000003,34682.6,992905.4,11320.000000000002,43.24935622645547,0.9981339094189046,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.1,12452.000000000004
2024-11-01,DES_D8183E10,ZDIP,26173.800000000003,34682.6,992905.4,11320.000000000002,43.24935622645547,0.8173124946570607,B,Intermittent,-0.8405455138703585,Melhora,0,1,1.1,12452.000000000004
2024-12-01,DES_1E8682C2,ZEMB,12436478.199999996,7349074.799999998,5892852.700000001,6811568.3999999985,54.770878784638576,0.9943035061850926,C,Intermittent,0.7186586593998603,Piora,0,0,1.2,8173882.079999998
2024-11-01,DES_82AD34A6,ROH,200651.97000000006,235393.14999999988,62232943.900000036,148931.17999999996,74.22363209292186,0.2364578220324823,A,Intermittent,-0.72309154717062,Melhora,0,1,1.3,193610.53399999996
2025-04-01,DES_D8183E10,ZEMB,67638106.4,52123960.30000003,67492912.49999999,28483978.89999999,42.11232456974873,0.9995204875216867,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,34180774.679999985
2025-04-01,DES_D8183E10,ZEMB,67638106.4,52123960.30000003,67492912.49999999,28483978.89999999,42.11232456974873,0.9980401167454159,C,Intermittent,-0.8405455138703585,Melhora,0,0,1.2,34180774.679999985
